Price,Open,High,Low,Close,Volume
Ticker,EWC,EWC,EWC,EWC,EWC
Date,,,,,
2010-04-09,20.291429852836874,20.362453680191603,20.206202343744664,20.326942443847656,2261200
2010-04-12,20.2843289082488,20.43347909273116,20.24171515039681,20.291431427001953,2139300
2010-04-13,20.227510452270508,20.284329248582118,20.00733778589639,20.227510452270508,2908600
2010-04-14,20.4050715845063,20.497402985244886,20.270127775222377,20.440584182739258,2470200
2010-04-15,20.454786076987403,20.5968337481518,20.36245603899744,20.412172317504883,1807400
2010-04-16,20.31984345808773,20.355354700605023,19.81557541540633,19.936315536499023,5142000
2010-04-19,19.72324336937055,19.97892726980057,19.623809462017885,19.964723587036133,3523600
2010-04-20,20.319840268816744,20.412170297670425,20.213303848651996,20.34114646911621,3961500
2010-04-21,20.426376573978008,20.45478529432369,20.184896355038514,20.291431427001953,3384700
2010-04-22,20.13518307449096,20.34825325012207,19.964726663052648,20.34825325012207,4115200
2010-04-23,20.305630993259765,20.490292367084898,20.170685882643983,20.433473587036133,2326600
2010-04-26,20.48319479894951,20.582627349390936,20.41927348661805,20.490297317504883,2688700
2010-04-27,20.326945173292803,20.468991492409014,19.915008544921875,19.915008544921875,5264700
2010-04-28,20.078361177153237,20.14938500964316,19.836880959487655,19.964723587036133,3763400
2010-04-29,20.135178516389935,20.355351161989446,20.12807599818778,20.326942443847656,2426200
2010-04-30,20.348252508505325,20.383765106260967,20.04995346069336,20.04995346069336,4581500
2010-05-03,20.170690762972924,20.348249662919283,20.042848138264844,20.21330451965332,3071600
2010-05-04,19.879493141941953,19.90080069640068,19.54568291675613,19.623807907104492,7163900
2010-05-05,19.261587487662542,19.55278393627887,18.991697237205095,19.27579116821289,8293100
2010-05-06,19.04852176943998,19.36102586514954,16.15786260946114,18.743120193481445,10236800
2010-05-07,18.728917629428988,18.956192856394033,18.274365820831687,18.72181510925293,7246400
2010-05-10,19.659325794638367,19.680632000170757,19.31841295944823,19.538585662841797,11444700
2010-05-11,19.417843955181908,19.929213166466724,19.41074143569179,19.6522216796875,6005300
2010-05-12,19.83688452277596,20.035749663869463,19.787168237502584,20.0002384185791,2787500
2010-05-13,20.071258663474406,20.09256621962681,19.744549575805543,19.78716468811035,5323400
2010-05-14,19.62380755089053,19.645115104962482,19.147949680617995,19.432044982910156,7153300
2010-05-17,19.453348551055186,19.49596365343497,18.82123943375448,19.20476722717285,6416100
2010-05-18,19.368125250553113,19.55988918879627,18.984597374066798,19.04141616821289,3719800
2010-05-19,18.8922666669855,19.020109287916007,18.366692501234297,18.81414031982422,6383900
2010-05-20,18.18913620250083,18.260158686783615,17.86952960456008,17.897939682006836,9421900
2010-05-21,17.613845264149855,18.309877297321723,17.500207657645696,18.238853454589844,6393300
2010-05-24,18.217547524947776,18.38090142957628,18.004477332359922,18.02578353881836,3609300
2010-05-25,17.358161356229303,18.0826007602527,17.32264875746969,18.061294555664062,4727800
2010-05-26,18.288569087846252,18.508741773286356,18.032883804969305,18.089702606201172,3530000
2010-05-27,18.423514932687983,18.757325232983497,18.37379864909792,18.743120193481445,3230000
2010-05-28,18.885167333724823,18.89226985327071,18.46612816318683,18.586868286132812,3695900
2010-06-01,18.572664978768433,18.878066574382178,18.338287230568824,18.366697311401367,4388500
2010-06-02,18.494534253162474,18.991698322161387,18.46612418110533,18.977493286132812,3386500
2010-06-03,19.09823360340391,19.155052393507003,18.686297036489787,18.94198226928711,10387400
2010-06-04,18.650785182704436,18.778627794867187,18.17492732335795,18.253053665161133,6627000
2010-06-07,18.21754377736774,18.473229039609258,18.096803665161133,18.096803665161133,3037300
2010-06-08,18.182035623209913,18.409310848366616,18.004476684222837,18.40220832824707,7445200
2010-06-09,18.615272256653842,18.75021738423637,18.302769604427734,18.316974639892578,5495300
2010-06-10,18.629480899008946,18.892268687320446,18.629480899008946,18.88516616821289,3720400
2010-06-11,18.75732353361092,18.963292523728985,18.672096013654276,18.88516616821289,2674300
2010-06-14,19.17636335721406,19.261592234855183,18.863859278752688,18.93488311767578,4028500
2010-06-15,19.11954880251524,19.453359158509375,19.027218739680215,19.446256637573242,3583400
2010-06-16,19.346818688691805,19.559890193686396,19.304204929559678,19.48176383972168,2679900
2010-06-17,19.602503952818523,19.602503952818523,19.289999891626643,19.48176383972168,5421900
2010-06-18,19.581198064982186,19.659324425606236,19.48886801988138,19.616710662841797,3234400
2010-06-21,19.915011098364563,19.943419823963477,19.432050571178276,19.538585662841797,3093700
2010-06-22,19.60250774414094,19.652224031855216,19.197673567419283,19.233184814453125,4022500
2010-06-23,19.083037823492777,19.133086785547274,18.77559264089295,19.0544376373291,2926000
2010-06-24,19.004383783772806,19.004383783772806,18.682638590904514,18.732688903808594,3619700
2010-06-25,18.832791448480172,19.04728738749061,18.675494517454645,18.897140502929688,4977100
2010-06-28,18.98293037360972,18.98293037360972,18.71123554053442,18.768434524536133,5029000
2010-06-29,18.325144262054064,18.432393567214675,17.796053235770092,17.89615249633789,5560800
2010-06-30,17.76745535744848,18.02485015769619,17.717406406392858,17.781755447387695,8483300
2010-07-01,17.78176047283798,17.8604082622677,17.309866917599564,17.595863342285156,4939600
2010-07-02,17.74601023788627,17.8604082622677,17.49576404815239,17.595863342285156,3195900
2010-07-06,17.76746187678822,17.95335902301358,17.58871477815601,17.74601173400879,1855500
2010-07-07,17.760307336172815,18.210749310730538,17.760307336172815,18.189300537109375,4239500
2010-07-08,18.410946114091278,18.51104402550188,18.124951107395436,18.339447021484375,2501000
2010-07-09,18.546790006158968,18.754135827128525,18.482440973922895,18.739835739135742,2698300
2010-07-12,18.63973986869749,18.81848689676514,18.55394205891471,18.689788818359375,3647100
2010-07-13,19.047282230287,19.08303245293036,18.88998534185086,18.904285430908203,2657400
2010-07-14,18.968638618618677,19.040136352087305,18.782741511390167,18.81134033203125,2601900
2010-07-15,18.897138561792655,18.94003747244173,18.518194320485776,18.925737380981445,2160300
2010-07-16,18.78989025391823,18.78989025391823,18.26794783517724,18.360897064208984,1666100
2010-07-19,18.38234797682638,18.432398301832183,18.153551946013234,18.289400100708008,1662700
2010-07-20,18.060601259531598,18.639741292875396,18.060601259531598,18.632591247558594,2897800
2010-07-21,18.832789260367054,18.832789260367054,18.23934911007377,18.339447021484375,1942500
2010-07-22,18.639740951025843,18.81848798947255,18.582541953272163,18.754138946533203,1395900
2010-07-23,18.754141797284067,18.91858877035644,18.661193923205037,18.868539810180664,2628700
2010-07-26,18.947184095381782,19.0901822566886,18.868534970289883,19.004383087158203,1519200
2010-07-27,19.168830259811326,19.2403293413665,18.80418617123834,18.904285430908203,3768100
2010-07-28,18.87568928736574,18.961488476317356,18.78274141608902,18.83279037475586,2358100
2010-07-29,19.018687729225093,19.111635601714738,18.73984138429244,18.961488723754883,3710800
2010-07-30,18.77558759912811,19.16883050715849,18.711238561271273,19.061582565307617,2215600
2010-08-02,19.311829669446304,19.53347560921557,19.311829669446304,19.40477752685547,3281600
2010-08-03,19.333281355749282,19.46197808470457,19.254632218277926,19.297531127929688,2682800
2010-08-04,19.390476083922113,19.526322828508082,19.297526875803875,19.46912384033203,2856600
2010-08-05,19.4333752170177,19.49057420587925,19.297527107072234,19.36902618408203,6608400
2010-08-06,19.16883075045682,19.311828917227352,18.99723376857114,19.21887969970703,2097300
2010-08-09,19.22603713653636,19.347585215905212,19.133089247010584,19.290386199951172,2122800
2010-08-10,19.061586025820457,19.240333082599516,18.911439152717318,19.183134078979492,3464900
2010-08-11,18.81133731541384,18.904286535988525,18.43239447936335,18.518192291259766,4001100
2010-08-12,18.28939462986216,18.51819059223633,18.260795816431138,18.446691513061523,1406700
2010-08-13,18.396648912703252,18.582546037190568,18.396648912703252,18.425249099731445,1441900
2010-08-16,18.353749491351394,18.453847415734437,18.282250389478392,18.396648406982422,1135900
2010-08-17,18.81133308628607,19.004380165249977,18.739834016625586,18.918581008911133,1829300
2010-08-18,18.96148397571317,19.168829807222895,18.797037046631054,19.075881958007812,1345100
2010-08-19,19.07588658255347,19.104485403194552,18.68979227590999,18.81134033203125,1804400
2010-08-20,18.66833947203454,18.675489516584527,18.425243412261267,18.65403938293457,1744100
2010-08-23,18.725541947154575,18.78274095046039,18.546794891357422,18.546794891357422,2005600
2010-08-24,18.210750615888745,18.32514862917312,18.06060373485246,18.182151794433594,2559500
2010-08-25,17.996252544098013,18.32514645228757,17.91760340790845,18.28224754333496,2074100
2010-08-26,18.34659646225624,18.539643596810848,18.275097372006567,18.33229637145996,1946000
2010-08-27,18.368048973581008,18.868539942582636,18.203600635622802,18.818490982055664,4758900
2010-08-30,18.818484859364602,18.97578309982232,18.71838697087802,18.739835739135742,1692000
2010-08-31,18.70409276138583,18.847090958793597,18.525345696492057,18.66119384765625,2160100
2010-09-01,19.01153621569585,19.118784172208226,18.9185869866485,19.047285079956055,4250600
2010-09-02,19.11878493483272,19.233182941506687,19.032987111693156,19.2045841217041,2114200
2010-09-03,19.354725863979926,19.60497194864945,19.354725863979926,19.46912384033203,3361800
2010-09-07,19.419076554805393,19.483425592466194,19.268929709417908,19.31182861328125,5026300
2010-09-08,19.376176138724393,19.590672005032303,19.376176138724393,19.39047622680664,2453300
2010-09-09,19.590673809781478,19.647872803648355,19.36902787901378,19.440526962280273,1687100
2010-09-10,19.476274490356445,19.519173391890494,19.390476687288356,19.476274490356445,1982800
2010-09-13,19.712221659844275,19.776570697815625,19.647872621872928,19.740821838378906,1482100
2010-09-14,19.77656927681996,20.012515277851072,19.769419232700052,19.798019409179688,1628700
2010-09-15,19.776572002603817,19.790872092814602,19.60497501126938,19.733673095703125,5020600
2010-09-16,19.70507469165902,19.805173968426626,19.640725643641197,19.783723831176758,2460200
2010-09-17,19.92672482029387,19.941023550072316,19.647878451768534,19.690778732299805,1757800
2010-09-20,19.73367335855416,19.962469350047616,19.662174270279536,19.86237144470215,2266100
2010-09-21,19.91242189317364,19.948170758130527,19.61927683658546,19.81232261657715,3210800
2010-09-22,19.840918727312076,20.605955735717696,19.547773730889947,19.65502166748047,3204200
2010-09-23,19.540628528628805,19.669326629920377,19.390481652943198,19.51917839050293,2886200
2010-09-24,19.819473739472212,19.890972837003634,19.747976005672648,19.876672744750977,2444300
2010-09-27,19.95531637906854,19.969616467373175,19.75511923399813,19.776569366455078,2855200
2010-09-28,19.76226964733242,19.905267805587155,19.526323640824163,19.883817672729492,2900200
2010-09-29,19.898122054336877,20.01967010595804,19.826622959783524,19.941020965576172,1567300
2010-09-30,20.112614432709325,20.22701378208961,19.855219646865468,20.04111671447754,2951200
2010-10-01,20.112618945710075,20.298516055034955,20.09117017092035,20.255617141723633,2022800
2010-10-04,20.23416292153737,20.23416292153737,19.97676812985963,20.126914978027344,2141100
2010-10-05,20.34856486711938,20.57021220570801,20.248466948874096,20.534461975097656,3629900
2010-10-06,20.541614162165494,20.734661336386147,20.53446411529821,20.663162231445312,1337200
2010-10-07,20.69175675803468,20.734655663770035,20.269913654397378,20.41291046142578,3005400
2010-10-08,20.441509285022306,20.71320415496473,20.39146033769593,20.670305252075195,1809300
2010-10-11,20.72035719665542,20.763257469482124,20.613109242052122,20.734657287597656,1815500
2010-10-12,20.627408037384374,20.77040484662988,20.513010044495314,20.741806030273438,3722300
2010-10-13,20.977751957458864,21.149348945944894,20.970601912472155,21.02065086364746,1528600
2010-10-14,21.056401944953514,21.106450898164326,20.81330586044524,20.927703857421875,1718200
2010-10-15,21.020648914482464,21.020648914482464,20.656004836362346,20.791852951049805,1911900
2010-10-18,20.627408037384374,20.841903933118456,20.598807857296286,20.741806030273438,1874300
2010-10-19,20.15551969158479,20.448664772872664,20.11976945988389,20.312816619873047,3736600
2010-10-20,20.37716234317751,20.641708559604556,20.312813300363675,20.59880828857422,1594600
2010-10-21,20.71320277062291,20.72035281458189,20.334259986917072,20.477256774902344,1630800
2010-10-22,20.555907230138857,20.555907230138857,20.377160210746347,20.441509246826172,3116200
2010-10-25,20.70605611399688,20.784705246680538,20.57735939287589,20.64885711669922,2513800
2010-10-26,20.520160519148618,20.656007286216326,20.42006125047617,20.59880828857422,1852100
2010-10-27,20.434362026421066,20.434362026421066,20.14836702861499,20.355712890625,1734300
2010-10-28,20.434361713594903,20.534459620361716,20.32711376152593,20.44866180419922,1866200
2010-10-29,20.455813746798885,20.69175980872754,20.448663700833553,20.677459716796875,1739200
2010-11-01,20.84190706335782,20.93485629887248,20.663160002156243,20.7561092376709,1380000
2010-11-02,20.992055612427404,20.999205658628373,20.82760727726885,20.891956329345703,2552400
2010-11-03,20.82045650716503,20.970603371134782,20.63455941577505,20.93485450744629,2262300
2010-11-04,21.3066460386773,21.428194077095995,21.22084822551802,21.399595260620117,1991500
2010-11-05,21.44964469355721,21.599791551820903,21.421044512707926,21.45679473876953,3119700
2010-11-08,21.34954465218374,21.578340621161935,21.34954465218374,21.5568904876709,3631400
2010-11-09,21.728488660440853,21.80713779050565,21.19939761212228,21.342395782470703,4495200
2010-11-10,21.42104698489977,21.499696127580474,21.099303095603126,21.49254608154297,2456100
2010-11-11,21.41389471488813,21.44249353051483,21.270896545559786,21.421043395996094,1829000
2010-11-12,21.242298119799344,21.306647164936088,20.799006213003675,21.01350212097168,1800700
2010-11-15,21.113606477277518,21.199404315631597,20.95630816740829,20.999208450317383,2747700
2010-11-16,20.706059123246856,20.727509261750242,20.298516037805566,20.484413146972656,3469700
2010-11-17,20.470112923730873,20.641711303196868,20.405765236095945,20.534461975097656,3060900
2010-11-18,20.777551935378323,21.056398196635776,20.770401891373627,20.90625,3345700
2010-11-19,20.906255113834305,21.170801351792445,20.820457292254,21.127901077270508,2160900
2010-11-22,21.113602349494982,21.192250125321628,20.877656294551464,21.127901077270508,1829100
2010-11-23,20.863355952974107,20.94915377352603,20.691758948138492,20.77040672302246,3674200
2010-11-24,21.00635154686176,21.19939867741346,20.97060268434405,21.177949905395508,2122800
2010-11-26,20.927701800738664,21.070698601040508,20.87765285244644,21.006349563598633,2142600
2010-11-29,20.934853561285497,21.11360059911287,20.684607435580837,21.049251556396484,5528900
2010-11-30,20.770406755054907,21.13505090229237,20.748957981749733,20.970603942871094,6056200
2010-12-01,21.33524471067982,21.513991733146153,21.270895673493417,21.478242874145508,3493900
2010-12-02,21.592643267833044,21.84288803621255,21.592643267833044,21.764240264892578,3576500
2010-12-03,21.7570894909932,21.842887304784096,21.699890493888713,21.807138442993164,2591800
2010-12-06,21.757084966828625,21.871482937249702,21.707036025235826,21.850032806396484,2187900
2010-12-07,22.157481364047527,22.157481364047527,21.735638270071934,21.742788314819336,3778000
2010-12-08,21.757088833200523,21.82143787346403,21.53544289658823,21.599790573120117,2739300
2010-12-09,21.785689383877294,21.785689383877294,21.578343520530165,21.64269256591797,1788200
2010-12-10,21.67129031347064,21.807138442993164,21.649841541888744,21.807138442993164,1486900
2010-12-13,21.99303971135541,22.121737820273825,21.892941788299723,21.914390563964844,1718900
2010-12-14,21.892934861398192,22.057381786882257,21.828585827298955,21.900083541870117,1779400
2010-12-15,21.81429026807094,21.978737227698204,21.771391357675085,21.857189178466797,1937800
2010-12-16,21.885787060557263,21.885787060557263,21.664139758726332,21.77853775024414,1454800
2010-12-17,21.714191497769708,21.72134017944336,21.4782454543193,21.72134017944336,3314500
2010-12-20,21.70704684484348,21.742795717019376,21.52829975649986,21.614097595214844,3991900
2010-12-21,21.619872694477518,21.83664894104004,21.562065603512192,21.83664894104004,2271600
2010-12-22,21.81496890270749,21.98839014984173,21.81496890270749,21.923357009887695,1913000
2010-12-23,21.923362475730904,22.06788090682163,21.865555378940595,22.038976669311523,2302700
2010-12-27,21.995616249134226,22.0606493892116,21.92335705146719,22.010066986083984,1362800
2010-12-28,22.277429830219067,22.30633406606111,22.12568672673782,22.161815643310547,1103100
2010-12-29,22.32078320622865,22.3858163539831,22.24852537826124,22.364139556884766,1379800
2010-12-30,22.38581266963414,22.47252397844534,22.27742456729226,22.34968376159668,1796300
2010-12-31,22.364137736296296,22.5086547586962,22.29187853598154,22.400266647338867,1892100
2011-01-03,22.631500304385554,22.87718081625528,22.56646714664181,22.58091926574707,1571800
2011-01-04,22.718211268216585,22.74711412772318,22.132912858121554,22.342464447021484,3015600
2011-01-05,22.30633268690504,22.465301839518055,22.212395304456187,22.38581657409668,2016600
2011-01-06,22.479757019298376,22.486983078796627,22.169043352023184,22.27743148803711,1883900
2011-01-07,22.364140771400567,22.414721805016516,22.140137082201647,22.291881561279297,1857100
2011-01-10,22.20517349243164,22.28465877305368,22.01007400993936,22.20517349243164,1421200
2011-01-11,22.335231250272127,22.573685622479573,22.335231250272127,22.530330657958984,1583800
2011-01-12,22.76156137473485,22.76878743262232,22.645947204994567,22.71820640563965,2082900
2011-01-13,22.725432969637158,22.73988370750431,22.49420324677734,22.573688507080078,2388100
2011-01-14,22.501430136225686,22.66040066270493,22.414720192900372,22.63149642944336,2713900
2011-01-18,22.710982337896652,22.812144400726744,22.6893041623346,22.754337310791016,1455600
2011-01-19,22.776018184980334,22.812147103634764,22.429175604270153,22.49420738220215,2431200
2011-01-20,22.248526586498453,22.349688653730354,22.01729683846443,22.291881561279297,2107000
2011-01-21,22.40749760369871,22.544789976487287,22.27743129034426,22.342464447021484,2622900
2011-01-24,22.24852356708453,22.4869779633625,22.226845393521216,22.400266647338867,1432000
2011-01-25,22.24129908396099,22.27020193919551,22.024521467668404,22.19794273376465,2014200
2011-01-26,22.29910519238916,22.595366681225272,22.241298106231618,22.573688507080078,2948800
2011-01-27,22.62427327844252,22.631499337686492,22.43639987278888,22.53756332397461,1774100
2011-01-28,22.494205447261074,22.602594950360555,22.349688406844738,22.407495498657227,2642500
2011-01-31,22.49420575613775,22.653176294477323,22.45807684009501,22.609821319580078,4713600
2011-02-01,22.783240743871826,23.10840509649218,22.77601468560519,23.06505012512207,3219200
2011-02-02,23.180663850237757,23.238469555350658,23.07950042071623,23.101177215576172,2948300
2011-02-03,23.173438920433764,23.317957333533894,23.021695827085388,23.274600982666016,1975100
2011-02-04,23.433571512722104,23.484152543838228,23.19511571763797,23.274600982666016,4677800
2011-02-07,23.375763181941206,23.448023767144637,23.238472204743907,23.260149002075195,2239400
2011-02-08,23.339632082585627,23.339632082585627,23.158984771177906,23.289051055908203,4653200
2011-02-09,23.2962810545674,23.36131420408618,23.065051312817427,23.130083084106445,2916000
2011-02-10,22.94221263434427,23.224022049291637,22.891631598659345,23.209569931030273,3180200
2011-02-11,23.209565441956546,23.382988071090725,23.144532300588626,23.28182601928711,2537400
2011-02-14,23.310729333405376,23.513056209439096,23.310729333405376,23.46969985961914,2059100
2011-02-15,23.491374389614617,23.585311760264126,23.448020800437252,23.462472915649414,5725400
2011-02-16,23.57808451512045,23.874345953582843,23.53472817420199,23.80931282043457,3053400
2011-02-17,23.89602634088226,23.953834804137273,23.765960055017715,23.924930572509766,2855700
2011-02-18,23.99718839511929,24.054996858374306,23.84544531376374,23.924930572509766,1717600
2011-02-22,23.83822197535101,24.040546095208903,23.498604125767205,23.55640983581543,3373000
2011-02-23,23.55640526348577,23.72982787288769,23.46247065833281,23.59253692626953,2549100
2011-02-24,23.816549635600534,23.88881024062094,23.44080275887511,23.563644409179688,2687900
2011-02-25,23.773183660334563,24.018864076660858,23.765956225362693,23.975507736206055,2119500
2011-02-28,24.177837216186365,24.365711977024546,24.148932982755966,24.329580307006836,4269500
2011-03-01,24.430752490508947,24.45242929388815,24.1489402642781,24.18507194519043,4434600
2011-03-02,24.163382629295775,24.365709486165674,24.163382629295775,24.300676345825195,3308100
2011-03-03,24.430746380132366,24.495779530464766,24.322356877425175,24.48855209350586,4468700
2011-03-04,24.618620114716304,24.618620114716304,24.445200206016303,24.553586959838867,3274100
2011-03-07,24.6764237583139,24.719777348772794,24.177835416362907,24.228416442871094,3751500
2011-03-08,24.2862245070894,24.29344918656098,23.997187711961182,24.13448143005371,5082400
2011-03-09,24.185062822666072,24.24286852869324,23.881573907531017,24.00441551208496,2334000
2011-03-10,23.664795902484308,23.715376925117933,23.260144964956282,23.37575912475586,4424300
2011-03-11,23.122860758400204,23.614221770032994,22.86995419320922,23.5491886138916,2318500
2011-03-14,23.151763229155378,23.45524943034922,23.151763229155378,23.44802474975586,2534600
2011-03-15,22.41472004165167,23.17343824266219,22.356912953748292,23.06505012512207,4511900
2011-03-16,22.978335670200405,23.28904924213982,22.56646005278472,22.85549545288086,4058600
2011-03-17,23.317952842577785,23.39743809229725,23.079498471648865,23.34685707092285,6693000
2011-03-18,23.541960442652396,23.635895065906535,23.36853779983198,23.46969985961914,2842000
2011-03-21,23.888797811755243,23.997184528204055,23.802085130845633,23.975507736206055,3252300
2011-03-22,23.982736008533365,24.033317035080806,23.867121839787895,23.953834533691406,2706900
2011-03-23,23.910478359715018,24.062221440455097,23.79486419013316,24.026092529296875,3557600
2011-03-24,24.163386916791065,24.22842006867088,23.975514898282515,24.0694522857666,3840500
2011-03-25,24.069452673653533,24.242872577154667,23.90325745094009,23.93938636779785,4111600
2011-03-28,23.953835087845846,24.069449259265966,23.72983142476843,23.75873565673828,5061700
2011-03-29,23.79487025376822,23.946613373176927,23.643127134359517,23.896032333374023,4772500
2011-03-30,24.156156229574627,24.29344717986745,24.112799886948977,24.235641479492188,3028500
2011-03-31,24.307903069032715,24.409065127743844,24.257322039677153,24.286226272583008,6803400
2011-04-01,24.481329044212963,24.633072152946124,24.41629588954736,24.517457962036133,4389800
2011-04-04,24.58248151646373,24.6402872111139,24.502996274418418,24.568029403686523,3857400
2011-04-05,24.5391322845504,24.763135962779554,24.5391322845504,24.712554931640625,4287900
2011-04-06,24.943783649720192,24.979912564417493,24.58971367018383,24.71977996826172,5257100
2011-04-07,24.71255714850574,24.770362865081694,24.474101331923194,24.546361923217773,2960900
2011-04-08,24.748681751797047,24.84984380551544,24.64029226197921,24.777585983276367,3135100
2011-04-11,24.69810606390786,24.77759133942865,24.264553523834252,24.394617080688477,2915900
2011-04-12,24.206742230001606,24.206742230001606,23.715381271681828,23.932157516479492,4030900
2011-04-13,24.120030447555866,24.199515707772463,23.838221075121965,23.968284606933594,3230500
